"Project:","Unnamed Project"
"User:"," "
"Data item:","QTime"
"Run date:",07/24/2006
"Options:",YDT   ,3

Time,Observation
0.34615226757014,0
0.79137334053565,0
0.88984738324623,0.038302688958071
2.8885867189795,1.9121495614627
4.178475590049,2.4102641719791
6.3503784904822,2.6626354572351
6.5969247677006,2.7680831196618
6.7430463991311,1.1974652563514
6.8827876081366,1.2161180939339
9.4398132096537,3.1422064040388
13.595905181205,6.5290226405496
14.5505485956,5.424347956047
14.982981877349,3.6657934737013
16.024822826123,2.867324692452
16.776372229265,2.2555816329053
16.900594986856,2.0976394068745
17.901376554015,3.0803316165802
18.000310914326,2.9198287235839
20.579240487824,4.9669857396903
20.996928961032,4.1007028852824
21.28874121649,2.4692976647138
21.35056879302,0.94137722233874
21.620901493196,0.10642051082738
24.591105377396,0
25.149219454324,0.1944322606643
27.267488564235,0
28.152647602412,0.55583973634266
30.415303812165,0
31.220913317503,0
31.950273943893,0.34098761114175
33.559002364773,0.93802391187617
35.38029777783,0
38.017039309183,0
38.371265497715,0
38.988531847039,0
39.900066274807,0
40.175064802383,0
40.334946890945,0
40.880575952498,0
42.76110908162,1.8125288372267
42.883623232492,1.1094187842015
43.71093730975,1.040173034766
45.831546255556,0
49.036570421277,0.091688181270321
50.835724886999,1.3912244712539
51.058929981985,1.3713028528504
51.357857467177,0.83868847005287
52.770371135501,0
57.400627692454,4.295658424415
57.46773475223,2.6703217757623
57.695401351826,1.9664795672336
57.828850255445,1.0146299849778
58.472102180018,1.6477376423121
61.972204954299,0
62.564424898358,0
64.527235778613,0.57477320012808
64.94018531787,0.98462172692093
65.217295233929,0.90591787641755
66.233067204084,1.4636811673786
66.615959379227,0.66226083753304
69.82072854607,3.2183318578408
71.535909524122,4.8007851748788
72.788611068776,5.5516384121717
73.217450607245,5.3656089460201
73.374688211812,4.504550815324
73.933856365453,3.1041508126838
74.102884629598,2.7297945651786
76.023248254164,4.1883518200577
76.032056595726,1.2830078687499
76.96363002339,0.69303908686244
78.846531553028,0
82.668859074112,0
83.56548348155,0.86630441882004
84.667441647765,1.4038700868928
