Rep1, Rep2, Rep3, Avg, CumAvg
0.0, 0.0, 0.0, 0.0, 0.0
0.0, 0.063503703649624, 0.41955359392167, 0.16101909919043134, 0.08050954959521567
0.038302688958071, 1.6667884949312, 0.0, 0.5683637279630902, 0.24312760905117384
1.9121495614627, 0.0, 0.0, 0.6373831871542333, 0.34169150357693867
2.4102641719791, 0.0, 0.0, 0.8034213906597001, 0.43403748099349093
2.6626354572351, 0.0, 0.0, 0.8875451524117, 0.5096220928965258
2.7680831196618, 0.21681538494501, 0.80414479235607, 1.26301443232096, 0.6172495699571593
1.1974652563514, 0.0, 0.14112640231749, 0.44619721955629665, 0.5958680261570515
1.2161180939339, 0.0, 0.0, 0.4053726979779667, 0.5747018785815976
3.1422064040388, 0.0, 0.31047021256076, 1.1508922055331867, 0.6323209112767565
6.5290226405496, 0.0, 0.0, 2.1763408801832, 0.7726863629955241
5.424347956047, 0.48558951515249, 0.0, 1.9699791570664966, 0.8724607625014384
3.6657934737013, 0.0, 0.0, 1.2219311579004333, 0.8993431006090534
2.867324692452, 0.0, 0.0, 0.9557748974840001, 0.9033739432429782
2.2555816329053, 0.24666957961169, 0.23813847240591, 0.9134632283076334, 0.9040465622472885
2.0976394068745, 0.0, 0.94569284492634, 1.0144440839336133, 0.9109464073526838
3.0803316165802, 0.0, 0.95495542158184, 1.3450956793873465, 0.9364845998253111
2.9198287235839, 0.49231709732818, 0.54761378987185, 1.3199198702613102, 0.9577865592939777
4.9669857396903, 1.1995345128611, 0.93983824142051, 2.3687861646573034, 1.0320496964183632
4.1007028852824, 0.11473425323572, 1.5505951728315, 1.9220107704498735, 1.0765477501199388
2.4692976647138, 0.0, 0.23214511256556, 0.9004809257597868, 1.0681636156265981
0.94137722233874, 0.16057788055342, 0.0, 0.36731836763072, 1.0363070134449672
0.10642051082738, 0.97986016889059, 1.1777963923835, 0.7546923573671567, 1.0240628979633233
0.0, 1.5667993287637, 0.0, 0.5222664429212334, 1.0031547123365696
0.1944322606643, 0.0, 0.0, 0.06481075355476668, 0.9656209539852975
0.0, 0.0, 0.0, 0.0, 0.9284816865243245
0.55583973634266, 0.0, 0.0, 0.18527991211422, 0.9009556948795058
0.0, 0.0, 0.23811400159468, 0.07937133386489333, 0.8716133962718411
0.0, 0.0, 0.73856660023873, 0.24618886674624332, 0.8500470331847515
0.34098761114175, 0.0, 1.1516969838893, 0.4975615316770167, 0.838297516467827
0.93802391187617, 0.0, 2.0608007760713, 0.9996082293158234, 0.8435010878500204
0.0, 0.32565594355867, 2.2746547223404, 0.8667702219663567, 0.844228248291156
0.0, 0.0, 2.3281321870477, 0.7760440623492334, 0.8421620608383704
0.0, 0.1605895605618, 3.65000864665, 1.2701994024039331, 0.8547513944138282
0.0, 0.52994208408438, 0.47504730270589, 0.33499646226342333, 0.8399012534952452
0.0, 0.0, 0.93792272106117, 0.31264090702039, 0.8252551327598326
0.0, 0.0, 1.4724836962716, 0.49082789875719995, 0.8162165588678696
0.0, 0.0, 2.1503884355261, 0.7167961451753667, 0.813600232191751
0.0, 0.0, 2.4598503691066, 0.8199501230355333, 0.8137630499056941
1.8125288372267, 0.1493247909217, 2.2506418555917, 1.4041651612467, 0.8285231026892192
1.1094187842015, 0.0, 1.9505634815159, 1.0199940885724668, 0.8331931267351521
1.040173034766, 0.0, 2.2926886231099, 1.1109538859586334, 0.839806478145235
0.0, 0.0, 2.2297858307922, 0.7432619435974, 0.8375612564115644
0.091688181270321, 0.052147606264114, 2.2522965631367, 0.7987107835570448, 0.8366782911194163
1.3912244712539, 0.343889606198, 0.51891401028134, 0.7513426959110799, 0.834781944559231
1.3713028528504, 0.0, 0.0, 0.45710095095013337, 0.8265714881764246
0.83868847005287, 0.0, 0.0, 0.2795628233509566, 0.8149330059460954
0.0, 0.90009112250664, 0.0, 0.30003037416888, 0.8042058677840701
4.295658424415, 1.8020973958867, 1.2037654957215, 2.4338404386744, 0.837463716169587
2.6703217757623, 0.0, 0.99435770752309, 1.2215598277617967, 0.8451456384014312
1.9664795672336, 2.2267351292432, 0.57214749207372, 1.5884540628501733, 0.8597203133906223
1.0146299849778, 2.0867809794287, 0.99585543301755, 1.3657554658080167, 0.8694517586294184
1.6477376423121, 2.6688960936992, 2.1231207940373, 2.1465848433495336, 0.8935486092845148
0.0, 0.99470475691491, 2.7583159416774, 1.2510068995307702, 0.900168207252038
0.0, 0.4521911199427, 2.8066753393271, 1.0862888197566, 0.9035522183884847
0.57477320012808, 0.28573724986803, 4.024665831208, 1.6283920937347034, 0.9164957875910957
0.98462172692093, 0.0, 2.5506107683292, 1.1784108317500432, 0.9210907883658142
