Avg,CumAvg
0.0,0.0
0.16101909919043134,0.08050954959521567
0.5683637279630902,0.24312760905117384
0.6373831871542333,0.34169150357693867
0.8034213906597001,0.43403748099349093
0.8875451524117,0.5096220928965258
1.26301443232096,0.6172495699571593
0.44619721955629665,0.5958680261570515
0.4053726979779667,0.5747018785815976
1.1508922055331867,0.6323209112767565
2.1763408801832,0.7726863629955241
1.9699791570664966,0.8724607625014384
1.2219311579004333,0.8993431006090534
0.9557748974840001,0.9033739432429782
0.9134632283076334,0.9040465622472885
1.0144440839336133,0.9109464073526838
1.3450956793873465,0.9364845998253111
1.3199198702613102,0.9577865592939777
2.3687861646573034,1.0320496964183632
1.9220107704498735,1.0765477501199388
0.9004809257597868,1.0681636156265981
0.36731836763072,1.0363070134449672
0.7546923573671567,1.0240628979633233
0.5222664429212334,1.0031547123365696
0.06481075355476668,0.9656209539852975
0.0,0.9284816865243245
0.18527991211422,0.9009556948795058
0.07937133386489333,0.8716133962718411
0.24618886674624332,0.8500470331847515
0.4975615316770167,0.838297516467827
0.9996082293158234,0.8435010878500204
0.8667702219663567,0.844228248291156
0.7760440623492334,0.8421620608383704
1.2701994024039331,0.8547513944138282
0.33499646226342333,0.8399012534952452
0.31264090702039,0.8252551327598326
0.49082789875719995,0.8162165588678696
0.7167961451753667,0.813600232191751
0.8199501230355333,0.8137630499056941
1.4041651612467,0.8285231026892192
1.0199940885724668,0.8331931267351521
1.1109538859586334,0.839806478145235
0.7432619435974,0.8375612564115644
0.7987107835570448,0.8366782911194163
0.7513426959110799,0.834781944559231
0.45710095095013337,0.8265714881764246
0.2795628233509566,0.8149330059460954
0.30003037416888,0.8042058677840701
2.4338404386744,0.837463716169587
1.2215598277617967,0.8451456384014312
1.5884540628501733,0.8597203133906223
1.3657554658080167,0.8694517586294184
2.1465848433495336,0.8935486092845148
1.2510068995307702,0.900168207252038
1.0862888197566,0.9035522183884847
1.6283920937347034,0.9164957875910957
1.1784108317500432,0.9210907883658142
1.1121004011920166,0.9243840575524728
1.4059815379465066,0.9325467267116937
1.0277820778772466,0.9341339825644529
2.1315426764089067,0.9537636332832145
2.294455852272413,0.9753877013314274
2.4286472405860735,0.9984553130656281
2.174594195846667,1.0168324831090818
2.0223428944456003,1.0323018740527206
1.5686287404250998,1.0404280386947262
0.9099315217262001,1.0384803294862408
1.3961172733525666,1.0437396963078045
0.42766928958329997,1.0348111396886088
0.3004549707841533,1.024320337275688
0.3967292910014,1.0154810267647825
0.45915492658128,1.0077542753733448
0.28876813960668,0.9979051502258562
0.8858606484228667,0.9963910353366267
1.2530626647963135,0.9998133237294224
2.2371464725341665,1.0160940230558007
2.0346332073246365,1.0293218046696817
1.6609023668315,1.037418991364064
1.2608483300419333,1.040247210840999
1.5081814914324667,1.0460963893483923
1.1169059112426,1.0469705809767158
1.2270732382299419,1.0491669548456577
1.1173231370619332,1.0499881136675406
1.6437606196822534,1.0570568339772395
1.704837969256873,1.064677788509941
1.9179409012665336,1.074599452611762
3.6872075070671,1.1046294302491797
4.498428455519654,1.143195328263617
3.4034823567267334,1.1685918117294947
3.6264734187035668,1.19590160736254
3.4690546371118796,1.220881310986159
3.2991866034518664,1.2434715859042644
2.5696294619503433,1.2577313480122867
2.9202824441525035,1.2754180618010125
3.8029245374385003,1.3020233931235123
2.5212660013729336,1.3147238369594438
2.839440829933667,1.330442568845776
1.7163281145877167,1.3343801764553875
2.6075722601285,1.3472407025530957
2.029308956528987,1.3540613850928547
1.6292985685060635,1.3567865057207082
1.9333412955604332,1.3624390036603133
2.886414186397033,1.377234879220864
2.4649530139014,1.387693707438946
1.5827926532255465,1.3895517926369136
1.7468457810448097,1.3929224906407618
1.2182162074170333,1.3912897216386708
1.4041996427491001,1.3914092579452488
1.09435936976771,1.388684029613345
0.06770601913600667,1.3766751386090055
0.3718925485280533,1.3676230432028709
0.5431310631884366,1.3602615076670277
0.3552212430457333,1.351367346033211
0.08639318496078333,1.3402710814624001
0.17522463947669667,1.3301402428364375
0.20821373773446,1.3204684626200411
0.08729619172325001,1.3099285286807523
0.2482998290058967,1.3009316752936773
0.7468079990197767,1.2962751738123839
0.044951980264520006,1.2858474805328184
0.28374678339589415,1.277565656589538
0.5132423621172133,1.2713007115528796
